,제목,분류
11,['- 페이코(payco)- 카카오페이(KakaoPay)- 무통장입금- 신용카드\xa0- 결제대금 예치제(에스크로)- 핸드폰결제- 스마일페이- 해외결제 페이팔(Paypal Payment)'],주문
12,['비회원도 구매 가능하며 장바구니 → 주문하기\xa0→ 비회원 구매 클릭하면 됩니다 :)\xa0주문 완료 후 주문 번호 확인이 가능하며 (카카오톡 또는 메일로도 안내) 배송 조회는 로그인 혹은 마이페이지 클릭 후 비회원 배송 조회에서 성함과 주문번호를 입력하시면 확인하실 수 있습니다.\xa0'],주문
13,['해외 배송 가능합니다.\u200b\xa0주문서 작성 시 배송지 선택에서 해외 배송 선택 → 국가 선택 →우편번호 입력 → 주소 입력(영문) 해주시면 됩니다.\xa0다만  국가별로 부과되는 관세비용은 고객님께서 부담해 주셔야 하며 배송비는 무게 별로 측정되고 있어 주문서 작성에서 국가 선택 후 배송비 확인이 가능합니다.\xa0\n\xa0\n\n궁금하신 사항 있으면 고객센터 혹은 캔마트 메일 canmart2003@naver.com로 문의해주시고요 \xa0아무래도\xa0해외 배송이다 보니 단순 변심이나 미미한 상품 하자로는\xa0반품이 어려우니 신중한 구매 부탁드립니다.\n\xa0한국에서 발송이다 보니 국내 배송보다는 시간이 조금 소요되는 점 참고 부탁드립니다.\n\xa0\n\xa0'],배송
14,['캔마트는 빠른 배송을 위해 결제 완료 후 배송 준비를 하고 있는데요 출고되지 않는 주문서에 한해 변경 가능하며 변경 or 추가는 평일 오후 5시까지는고객센터로 문의해 주셔야 확인 후 처리 도와드릴 수 있습니다.\xa0*상품 발송 문자 (운송장 번호 포함)는 일괄적으로 발신되고 있으며 \xa0출고 후\xa0변경이나 추가  취소는 어려운 점 양해 부탁드립니다.\xa0'],배송
15,['네~ 묶음배송 가능합니다 :)주문 후 게시판이나 고객센터로 문의해 주시면 저희 쪽에서 확인 후 함께 발송해 드리고 있습니다.\xa0-추가 주문 건이 5만원 미만으로 배송비가 부과될 경우-주문 시 배송 메시지 등에 묶음 배송 요청할 경우\xa0꼭 게시판 혹은 고객센터로 문의해주셔야 합니다~\xa0* 단  배송 준비 중으로 되었을 경우 이미 출고 완료 일 수도 있어 출고\xa0후에는 추가/변경/묶음/취소는\xa0 어렵습니다 *\xa0\xa0'],배송
16,['\n배송기간은 결제 완료 후\xa02~5일(주말  공휴일 제외)로 여유 부탁 드립니다.상품마다 입고 일이 다르므로 입고 지연 상품과 함께 주문 시 기본 배송일보다 조금 늦어질 수 있는 점 양해부탁드립니다!\n\xa0\n신발 잡화류들은 주문 후 다음날 제작되기 때문에 기본 배송일 보다 조금 더 소요되는 점 참고 부탁드리며 최대한 빠른 배송 해드릴 수 있도록 노력하겠습니다 :)\n\xa0많이 지연될 경우에는 고객님께 개별로 따로 연락드리고 있으니 조금만 기다려주시면 예쁜 상품으로 찾아 뵙겠습니다♥\xa0'],배송
17,['캔마트에서는 CJ 대한통운을 이용하여 고객님께 배송해 드리고 있습니다 :)배송 조회는 아래 버튼을 눌러주시면 확인이 가능하니 참고 부탁드립니다~\xa0※배송 조회 바로 가기※'],배송
18,['저희 캔마트에서는 실결제금액기준\xa05만원 이상\xa0구매하실 경우\xa0무료 배송을 해드리고 있습니다.\n\xa0\n-실결제금액이란?\xa0 적립금  쿠폰사용 등 할인 금액을 제외한\xa0실제로 캔마트로 입금 결제하실 금액을 말합니다.\n\xa0'],배송
19,배송 준비 중인데 상품 변경하고 싶어요.,배송
20,묶음배송도 되나요?,배송
21,오늘 주문하면 언제 받을 수 있나요?,배송
22,어느 택배사로 배송 되나요?,배송
23,얼마 이상 구매 시 무료배송인가요?,배송
24,회원 정보 변경 / 회원 탈퇴는 어떻게 하나요?,회원
25,아이디 / 비밀번호를 잊어버렸어요,회원
26,['비밀번호  생년월일  주소  연락처  이메일은 로그인 후 마이페이지 → 정보수정 에서 변경 가능합니다.\xa0\xa0다만  한번 등록한 아이디는 변경이 어려운 점 참고 부탁 드리며 성함은 고객센터 혹은 게시판으로 문의해주시면 수정 도와드리도록 하겠습니다 :)\xa0탈퇴는 동일하게 정보 수정에서 탈퇴 처리가 가능하며 어려울 경우 고객센터로 문의해주세요~(회원 탈퇴 후 재 가입은 어려우며 적립금/예치금/쿠폰 등은 자동 소멸 되는 점 참고 부탁드립니다.)'],회원
27,['로그인 화면에서 아이디/비밀번호 찾기를 클릭하신 후 성함  가입하셨을 때 기재하셨던 메일 혹은 휴대폰 번호를 입력해 주시면\xa0메일 혹은 문자로 아이디와 임시 비밀번호를 보내드립니다~\xa0\xa0임시 비밀번호를 발급받으셨으면 로그인 후 꼭 새로운 비밀번호로 변경해 주시길 부탁드립니다.\xa0\n혹시  메일 혹은 문자를 받지 못했을 경우\n고객센터로 문의해 주시면 최대한 빠른 답변 드리겠습니다 :)\xa0\n\xa0'],회원
28,불량 처리가 어려운 경우?,상품관련
29,불량 상품을 받았어요.,상품관련
30,반품 / 교환 이 불가능한 경우는?,상품관련
31,교환 / 반품 절차 및 배송비 안내,상품관련
32,['-\xa0모든 제품은 드라이클리닝을 권장하고 있으며 \xa0안내되어 있는 세탁 방법과 다르게 세탁하여 생긴 상품의 변형\n-\xa0배송 시 생긴 구김  단추 바느질의 느슨함 \xa0간단한 손질이 가능한 마감실 \xa0지퍼의 뻣뻣한 움직임 \xa0신발이나 가방 및 소품등 마감 처리에서 생긴 소량의 본드 자국 \xa0초크 자국 같은 미세한 자국\xa0\n-\xa0단가라(스트라이프) 및 체크의 패턴 상 앞  뒤 옆선이 맞지 않는 경우\n-\xa0동일한 상품이라도 컬러 별 원단 수축률이 상이하므로 사이즈의 오차가 있는 경우\n-\xa0워싱 가공 특성상 살짝의 뒤틀림  빈티지한\xa0느낌을 살리기 위한\xa0디테일 작업 시 미세한 차이가 있는 경우\xa0-\xa0모니터 해상도에 따라 색상의 차이가 발생하는 경우\xa0-\xa0세탁 및 착용하신 상품  피팅만으로도 늘어나거나 보풀 등 상품 가치가 훼손된 경우 (세탁 및 착용 후에는 불량이 발견되어도 교환/반품 불가)-\xa0고객 부주의로 상품이 훼손되어 재화의 가치가 감소한 경우 (고의로 불량을 낸 제품  수선  향수  냄새  택 훼손 등 전자상거래 및 소비자보호법에 명시)-\xa0반품 기한이 경과된 경우\xa0\n\xa0\xa0\xa0\xa0 \n\xa0'],상품관련
33,['캔마트는 입고 된 상품을 다시 개별 포장하는 과정에서 한번 더 검수하는 과정을 거칩니다.꼼꼼히 검수 후 출고되었음에도 불구하고 고객님께서 불량을 수령하셨다면수령 후 바로 고객센터 혹은 게시판으로 문의해 주시면 확인 후 빠른 처리 도와드리겠습니다.발생되는 왕복 배송비는 캔마트 부담이며 수령 후 7일 이내로 꼭 연락 부탁드립니다!( 수령 후 7일 경과된 상품은 불량이나 오배송 건이라도 캔마트에서는 책임지지 않습니다. )*불량으로 연락 주시기 전에 [불량 처리가 어려운 경우] 게시글 꼭 한번 확인 부탁드리며 반품으로 보내주신 상품 검수 후 불량이 아닐 경우 배송비는 전액 고객 부담이니 참고 부탁드립니다.'],상품관련
34,['-\xa0반품 기한 (수령 후 7일)이 경과된 경우\xa0\n-\xa0고객님의 부주의로 인한 상품의 변형  훼손 또는 파손된 경우\n-\xa0상품을 착용하시거나 화장품  향수 등 사용 흔적이 있는 경우\xa0\n-\xa0의류를 세탁하였을 경우  인위적인 수선한 경우\n-\xa0교환/환불을 목적으로 한 의도적인 상품 훼손을 한 경우\xa0\n\xa0\n\xa0'],상품관련
35,['-반품\xa0전체 반품 일 경우 왕복 6 000원 발생 고객님 부담입니다.\xa0부분 반품 일 경우 반품 후 소장가 5만원 이상이면 편도 3 000원 발생 고객님 부담입니다.\xa0부분 반품 일 경우 반품 후 소장가 5만원 미만이면 왕복 6 000원 발생 고객님 부담입니다.\xa0\xa0-교환\xa0왕복 6 000원 고객님 부담입니다.\xa0※ 타상품 교환시 정상가로 적용\xa0\xa0반품/교환 배송비는 상품 보내주실 때 봉투에 동봉해주시거나 아래 계좌 번호로 입금 부탁드립니다.국민 927401 01 601911신한 140 009 344392우리 1005 301 891175\xa0농협 301 0288 8884 81: 예금주 (주)와이앤제이21\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0'],상품관련
