,제목,분류
95,"['\nA\n로그인후  마이페이지 > 주문내역 > 주문상세 조회 에서 확인이 가능합니다\n무통장 결제시 구매자명과 입금자명 및 입금은행  입금액이 다를 경우 \n꼭 저희에게 연락을 주셔야 처리되는 점 잊지 마시구요. \n무통장 입금시 결제 확인은 입금후 1시간 정도 소요될수 있습니다(입금후 1~2시간 내 입금확인 처리가 되지 않을 경우 고객센터로 문의주시거나  \n게시판 내 ""미확인 입금자 명단""을 확인해주세요)\n']",주문
96,['\nA\n제품이 출고되기 전이시라면 변경처리가 가능하며 \nQNA게시판[발송전 변경/취소] 또는 고객센터[1661-5724]로 문의주시면 \n확인 후 변경처리에 도움 드리도록 하겠습니다.\n단  시스템상 출고전이더라도 실제 물류팀에서 상품포장이 완료되었거나\n출고 및 택배사측으로 상차가\xa0완료되었다면 변경처리가 불가한점 양해부탁드립니다\n'],주문
97,['\nA\n주문서 접수후 3일내 입금확인이 되지않을경우 주문서는 자동으로 취소되며 \n일정기간이시간이 지난 후 주문서가 삭제처리 되실 수 있습니다. \n이럴 경우 주문서를 다시 작성하셔서 접수하신후\n고객센터(1661-5724) 또는 게시판으로 문의하셔서 상황을 알려주시면\n입금 및 주문접수를 도움받으실수 있습니다\n'],주문
98,['\nA\n죄송합니다만 전화주문접수는 별도로 받고있지않아 도움드리기 어려운점 양해부탁드립니다\n단 꼭 회원가입을 하지 않더라도 비회원으로 주문하여 이용이 가능합니다.\n\xa0\n'],주문
99,['\nA\n장바구니 리스트는 보관후 7일까지만 보관하며 그 이후 지워집니다. \n상품 보관을 원하신다면  위시리스트로 원하시는 상품을 담아두실 수 있습니다.\n이는 주문완료가 되는 부분이 아니다보니  거래처 입고상황에 따라 주문 후 품절될 수 있음을 안내드립니다.\n위시리스트를 통해 장바구니 담기로 구매하실 경우  \n기본옵션으로 설정되오니  결제전 꼭 마음에 드신 옵션으로 선택하여 주시길 바랍니다\n'],주문
100,['\nA\n상품 주문 후 약 4~5일(의류)내에 입고되지 않으면 [입고지연]으로 보고 있습니다. \n거래처에서 원활하게 입고 될 예정의 날짜로 통보받은 후 저희 또한 사이트에 [입고예정]일자가 표기됩니다.\n이는  각 해당거래처의 입고상황에 따라 하루이틀정도 늦어질 수 있음으로 100%정확할 수는 없습니다.\n기존 주문하신 고객님들의 주문건이 순차적으로 출고 완료 후 수량 확보가 원활하게 처리되는 경우 구매여부가 판단됩니다.\n'],주문
101,"['\nA\n룸페커 홈페이지 상단 오른쪽에 ORDER(주문조회)\nhttp://www.roompacker.co.kr/shop/confirm_login.html\n페이지로 들어가시면 비회원 주문조회가 있습니다.\n\xa0\n조회시\xa0이름과 주문번호를 기입하신후 주문조회 버튼을 클릭해주세요.\n\xa0\n*참고1 : 엔터키를 누르시면 컴퓨터의 설치환경에 따라 오류메세지가 나올수 있습니다. 혹시 안되시는 분들은 입력후 주문조회버튼을 클릭해주세요.\n*참고2 : 주문번호는 20141114165017-92763586352 처럼 중간에 ""-""기호를 넣어주셔야됩니다. 숫자만 입력시 조회가 안되십니다.\n\xa0\n']",주문
102,['\nA\n로그인 후  마이페이지 > [주문/배송조회]에서 확인이 가능합니다.\n'],주문
103,['\nA\n장바구니를 이용해주시어 구매해주시면 됩니다.\n마음에 드는 상품을 선택 후 장바구니 담기로 이용하시어 주문해주셔야 합니다.\nex) 원하는 상품 선택 후 장바구니 담기 > 계속 쇼핑하기 > 다른 상품 후 장바구니 담기 > 함께 결제 \n'],주문
104,['\nA\n상품이 물류팀에서 출고 전이라면 가능합니다.(시스템상 출고와는 차이가 있습니다)\n고객센터로 문의주시면 확인후 발송 처리에 도움 드리도록 하겠습니다.\n'],주문
105,"['\nA\n회원을 가입하지 않으셔도 주문은 가능하며  구매할 상품을 선택 후 주문하기 버튼을 누르시면 회원로그인창 중간쯤에 비회원으로 주문하기 선택란이 나옵니다\n개인정보보호정책약관에 동의하시고 주문자명  주문비밀번호를 입력하신 뒤 로그인하시면 주문서작성이 가능합니다. \n차후 주문진행상황을 확인하시기 위해 ""가입자명"" ""주문번호"" 두가지 사항 모두 메모~ 해두시는것 잊지마세요~ \n']",주문
106,배송 조회는 어디서 할 수 있나요?,배송
107,배송추적으로는 배송완료라고 나오는데 상품을 받지 못했어요.,배송
108, 배송비는 어떻게 되나요?,배송
109,오늘 배송완료 되었다는 문자를 받았는데 송장추적이 안되요,배송
110,주문한 상품중 일부 수령을 하지 못했는데 배송완료로 확인됩니다. 어떻게 된거죠?,배송
111,배송비착불로 결제  기사님 오시면 드리고 싶은데 가능한가요?,배송
112,추가주문으로 발생된 배송비는 이전 주문건과 묶음으로 배송이 가능한가요?,배송
113,당일배송 상품을 시켰는데 안오네요.,배송
114,배송완료로 확인되나 운송장 정보 조회가 되지 않아요,배송
115,일부 상품이 함께 배송되지 않았어요,배송
116,부분배송 안내 문자가 왔어요. 어떤 상품이 오는거죠?,배송
117,배송지연인데 부분배송 가능한가요?,배송
118,왜 배송이 지연되나요,배송
119,배송은 언제 오나요?,배송
120,배송대기중인데 주문취소나 상품변경  추가주문이 가능한가요?,배송
121,['\nA\n☞ 대한통운 택배조회 :\xa0https://www.cjlogistics.com/ko/tool/parcel/tracking\xa0\n대한통운 택배조회 페이지 또는 주문내역에서도 확인이 가능합니다.\xa0\xa0\n- 회원 : 로그인>마이페이지>주문내역>배송조회에서 확인 하실 수 있습니다.- 비회원 : 비회원 주문조회>조회된 주문번호 선택>배송조회배송이 완료된 상품은 주문상품이 룸페커를 떠난후 지정 택배사에 이동경유중인 상품으로 정확한 위치 확인을 하고자 하실시 출고당시의 운송장 번호의 파악  해당 택배 상담센터\xa0전화로 문의접수를 해주시길 부탁드립니다. \n만일 택배측과 연락이 어렵거나 처리가 지연될 경우 당사 상담센터 또는 게시판으로 문의주시길 바랍니다.\xa0운송장 정보를 조회하면 해당 지점의 연락처와 운송 기사님의 연락처 열람이 가능하니 협의사항 또는 위치확인시 참고해주시길 바랍니다.\n'],배송
122,['\nA\n상품이 발송 된 후 하루가 지나면 시스템상 자동으로 배송완료 처리가 된답니다.\xa0발송후에는 대한통운 고객센터 (1588-1255)에서 상담원 안내를 받으시는것이 가장 정확하며 알림톡이나 룸페커 사이트 맨 위쪽의 주문조회에서 확인되는 운송장번호로 확인 가능합니다.\xa0대한통운 사이트 (https://www.cjlogistics.com/ko/tool/parcel/tracking) 또는 어플로도 확인 가능합니다.\n'],배송
123,['\nA\n기본배송비는 2500원으로  5만원 이상 구매시 무료배송입니다.\n'],배송
124,['\nA\n택배 운송장 송장추적은 익일(다음날)부터 추적  조회가 가능합니다\n'],배송
125,['\nA\n준비된 상품 부분출고 후 미배송된 상품이 익일 바로 출고되는 경우는 배송완료로 확인될 경우가 있습니다.부분출고 후 1~2일 후에 수령이 가능하며  혹  그 안에 수령을 못한 경우 재고 부족으로 인한\xa0 입고지연 또는 품절의 사유로 지연되는 경우가 있습니다.그런 경우 따로 전화로 안내드리고 있으니  염려하지 않으셔도 됩니다.\n'],배송
126,['\nA\n배송비 착불 결제는 불가합니다. 주문서 작성시 5만원 미만인 경우 배송비가 자동으로 청구되어 결제됨으로 불가한점 참고 부탁드립니다.\n'],배송
127,['\nA\n당일 주문건이 아닌 경우 시스템상 자동으로 묶음 발송처리는 어려워 \xa0 발송전 묶음 발송을 원하시는 경우 [배송/기타]게시판 또는 고객센터로 따로 문의주시면 묶음 발송 요청이 가능하며  배송비는 결제하신 방법 또는 예치금으로 환급 가능합니다.\n* 추가주문으로 발생된 배송비 환급 방법\n무통장 주문서 : 계좌 환불 또는 예치금카드 주문서 : 카드부분취소 또는 예치금(카드부분취소불가의 경우 예치금만 가능\n'],배송
128,['\nA\n당일배송은 상시구비상품인경우이나  일부 품목이 주문량이 예상외로 폭주할 경우 일시소진된후 재생산에 들어가 부득히 당일발송이 어려운경우가 있답니다..이런 경우 사이트상 알림 또는 안내수정이 이루어지나 한번에 많은 일을 정해진 시간내 처리해야하는 업무 특성상 다소간 대처가 늦어질수 있으니 따뜻한 이해와 너그러운 이해를 부탁드립니다\n당일배송상품과 일반배송 상품이 합주문 접수되면 당일배송이 유효하지 않게 되어 일반배송을 기준으로 처리되니 이점 착안해주시길 당부드립니다.\n'],배송
129,['\nA\n일시적으로 배송량이 급증하게 되는 경우 심야시간까지 배송업무가 이루어집니다. 이런 경우 택배사의 시간적 제약상 당일 준비되되 발송되지 않는 물품들이 생길수 있는데요  통상 다음날 일괄 배송되니 이점 참고해주세요.\n'],배송
130,['\nA\n입고지연 및 품절로 인해 배송지연시 준비된 상품이라도 최대한 빨리 받아보실 수 있도록 준비된 상품 먼저 선발송을 해드리고 있습니다.이 경우 개별 안내드리고 있으며  고객님께서 먼저 받아보실수 있도록 하기 위함이니 너그러이 양해 부탁드립니다.\n'],배송
