,제목,분류
10,['\n\n- 교환/반품 주소\n서울시 성북구 길음동 1262-211번지 CJ택배 길음대리점 사뿐 앞\n(도로명 주소 : 성북구 숭인로 14  CJ 대한통운 길음래미대리점 사뿐 앞)\n(CJ 대한통운 1588-1255)\n\n- 타택배 반품 주소\n경기도 안양시 동안구 호계동 907-7 5층 사뿐 앞\n(도로명 주소 : 경기도 안양시 동안구 시민대로 110번길 20 5층 사뿐 앞)\n'],상품관련
11,['\n\n- 단순 변심으로 인한 색상 및 사이즈 교환 5 000원\n- 다른 상품으로 교환 5 000원\n\n- 불량/오배송 상품은 주문하신 동일상품 동일 사이즈로 무상교환\n- 불량/오배송 상품을 다른 상품  다른 사이즈로 교환시 2 500원\n\n\n※ 꼭 CJ택배 착불로 보내주세요!! \n- 타택배 이용시 선불로 반송 \n- 편의점 택배도 타택배사로 간주되어 처리됩니다. (편의점 택배 이용시  사뿐과 CJ대한통운의 계약 요금 적용 불가)\n\n'],상품관련
12,['\n\n[전자상거래 소비자보호에 관한 법률]에 의거하여 아래와같은 사유로 반품처리는 불가합니다.\n\n- 제품을 훼손한 경우 (제품을 확인하기 위해 포장 훼손한 경우는 제외)\n- 사용 및 시간의 경과로 상품의 가치가 현저히 감소한 경우\n- 복제가 가능한 제품의 포장을 훼손한 경우\n\n- 상품 불량/오배송으로 인한 교환/반품의 경우 동일상품으로 무상교환 해드리며  전액 환불이 가능합니다.\n\n'],상품관련
13,['\n\n상품 보내주신 날짜로부터 1~2일 후에 회수되어 교환접수 되며\n교환 상품의 입고 준비기간 또한 일반 배송일과 동일하게 약 2~3일정도 소요되어 \n총 4~7일 후에 수령이 가능하십니다. 최대한 빠른 교환 처리해드리겠습니다. \n'],상품관련
14,['\n\n죄송하지만 맞교환은 불가능합니다.\n시스템 전산상 보내주신 상품이 입고가 되어야 교환 상품을 출고해드릴수 있습니다.\n\n상품을 보내주시면 최대한 빨리 교환 처리를 해드리겠습니다.\n\n'],상품관련
15,['\n\n구매해주신 고객님들께 드리는 소정의 선물이다 보니 \n사은품 증정에 포함되지 않는 상품으로 교환을 하시거나\n반품하실 경우에는 사은품도 함께 보내주셔야합니다.\n예를들어 두켤레 구매시 사은품 증정이였을 경우\n한상품만 반품시에도  사은품을 함께 보내주셔야합니다.\n이벤트 상품도 마찬가지입니다.\n'],상품관련
16,품절된 제품은 재입고가 안되나요?,상품관련
17,동일상품을 여러색상을 구매하려는데 어떻게 해야 할까요? ,상품관련
18,발볼 넓힘이나 굽조절 가능한가요?,상품관련
19,주문 가능해서 구매했는데 품절이라고 하네요. 이유가 뭔가요?,상품관련
20,['\n\n자재부분의 문제로 더 이상 제작이 불가능한 경우에는 재입고가 어렵습니다.\n그러나 계절적인 요인으로 품절된 경우에는\n다음 해에 입고될 가능성도 있답니다.\n저희 쪽에서도 미리 알 수 없는 사항들이어서 \n정확한 답변을 드리긴 어렵습니다.\n\n'],상품관련
21,['\n\n중복 옵션 선택이 가능하기 때문에 \n구매 원하는 색상과 사이즈 옵션을 각각 선택하여 구매해주시면 됩니다. \n옵션창 밑으로 선택한 옵션이 적용되어 나오기 때문에 잘 확인하여 선택해주세요. \n'],상품관련
22,['\n\n수제화일 경우에는 일부가능하지만\n기성제품일 경우 따로 발볼 넓힘이나 굽 조절은 불가능 합니다.\n'],상품관련
23,['\n\n상품별 재고현황이 실시간으로 이루어지는 부분이 아니라서 발생되는 문제입니다. \n주문하신 상품이 공장사정으로 인해 더이상 제작을 하지않을 경우나 \n마지막 들어온 물량이 순차 배송되어 더이상 상품이 없을 시  \n발생되는 문제입니다. \n\n또한 계절적인 요인으로 갑작스러운 품절이 있을 수 있습니다.\n\n'],상품관련
24,결제방법 알려주세요!,주문
25,입금을 했지만  미결제로 확인됩니다.,주문
26,주문취소했는데 카드는 언제 취소되나요?,주문
27,['\n\n1. 신용카드 : 카드사별 인증서비스(ISP 또는 안심클릭)에 따라 결제하는 방법\n\n2. 무통장입금 : 무통장입금 선택 후 7일내에 무통장으로 입금하는 방법\n\n3. 적립금결제 : 보유하고 있는 적립금으로 결제 \n(1 000원 이상이면 현금처럼 사용가능  구매금액 상관없음)\n\n4. 국민은행 에스크로(가상계좌) : 10만원이상결제시  에스크로라는 시스템에 일시적으로 예치.\n배송완료가 된 후 정상적으로 수령이 되면 상점내로 돈이 들어오는 기능 (안전한거래를 위한 결제대금예치서비스)\n\n5. 핸드폰결제서비스 : 본인 명의의 핸드폰으로 인증 후 결제하는 방식 \n'],주문
28,"[""\n\n무통장 입금 결제는 시스템상 자동 확인되어 문제가 발생될 경우 사뿐 담당자가 실시간으로 확인하기 어렵습니다.\n보다 편리한 쇼핑 및 빠른 확인을 위해 하단을 참고해 주세요.\n- 무통장 입금 결제는 하단 정보가 일치할 시 '주문 완료' 처리가 됩니다.\n  ① 주문서 작성시 기재하신 입금 정보 즉  입금자명과 선택하신 입금 은행\n  ② 주문서 금액과 실제 입금하신 금액\n  ③ 입금 기간을 초과하지 않은 경우 ( 주문 후 7일 이내 )\n- 무통장 입금 결제시 이럴 경우에는 '자동 주문 완료' 처리가 어렵습니다.\n  ① 주문시 기재한 입금자 정보와 실제 입금자 정보가 다를 경우 ( 예 : 주문시 기재 >> 입금자명 : 김사뿐   은행 : 국민 / 실제 입금 정보 >> 입금자명 : 사뿐   은행 : 농협 )\n  ② 복수 주문건에 대한 합계 금액을 입금하실 경우\n  ③ 동일한 금액의 주문서를 여러번 시도하였을 경우 \n  ④ 소액이라도 결제 금액 차이가 날 경우 ( 예 : 주문 금액 : 30 000원 / 입금 금액 : 29 550원 )\n입금 확인이 되면 30분 ~ 1시간 이내 주문 완료 문자 또는 알림톡 메세지가  발송되오니 메세지를 받지 못하셨을 경우 꼭 고객 센터로 문의해 주세요!\n감사합니다. \n""]",주문
29,['\n\n카드결제는 결제함과 동시에 바로 승인이 됨으로 취소처리가 바로 진행되지 않습니다.\n주문취소 접수 후 약 3~5일 후에 카드사에서 취소확인이 가능하십니다.\n\n사뿐은 주문취소 및 환불의 경우 바로 카드취소 요청을\nPG사에 요청을하면 PG사에서 각 카드회사로 승인취소요청을 하고 있습니다.\n그러므로 3~5일정도 소요되고 있으며 \n휴일이 있는 경우에는 2~3일 더 소요될수도 있습니다. \n'],주문
30,주소지 변경은 어떻게 하나요?,배송
31,배송 준비중인데 취소가능한가요?,배송
32,배송 지연이 왜 되는지?,배송
33,배송 지연은 몇일이 걸리는 건가요?,배송
34,['\n\n주소변경은 결제단계 혹은 배송준비 단계 일때만 변경 가능합니다.\n반드시 오후11시 이전으로 Q&A 게시판 혹은 고객센터(1544-2767)로 연락주셔야 합니다.\n\n(상품이 먼저 출고되고 나중에 배송문자 발송됩니다. 배송준비중이라도 오후 12시 이후엔 주소변경이 어려우시니 이점 착오 없으시길 바랍니다.)\n'],배송
35,['\n\n오전 11시 이전 고객센터 배송전 변경 취소 게시판 혹은 고객센타(1544-2767)로 연락주세요.\n준비된 상품은 바로바로 출고과정을 거치기 때문에\n상품 취소를 하실경우 오전 11시 이전으로 알려주셔야 처리해드릴수 있습니다.\n(상품이 먼저 출고되고 나중에 배송문자 발송됩니다. 배송준비중이라도 오전 11시 이후엔 취소가 어려우시니 이점 착오 없으시길 바랍니다.)\n\nex)20140101-1111 취소해주세요 혹은 이상품(상품명) 취소해주세요.\n\n위와 같은 형식으로 알려주시면 됩니다.\n'],배송
36,['\n\n저희 사뿐은 상품을 재고로 쌓아 놓는 것이 아니라 \n고객님들께서 주문/결제해주신 다음부터 야간에 상품준비가 들어갑니다.\n오후 7시 이전에 결제해 주신 분들은 그날 야간부터 상품준비되어 \n빠르면 다음날 배송이 시작되어 이틀뒤 수령하시게 됩니다.\n\n그러나 배송지연이 되는 경우는\n주문하신 상품이 인기상품이거나  품절되어 거래처에서 새롭게 제작하는 경우나 \n주문량이 많은 경우  오염이나 불량상품이 입고된 경우 준비기간이 좀 늦어지게됩니다.\n이렇게 지연이 될 경우에는 전화나 문자로 지연 날짜 안내해드립니다.\n\n간혹 이메일이나 전화번호가 잘못 기재되시어 연락을 못받으시는 분들이 계시니\n번거로우시겠지만 한번더 개인정보 확인부탁드립니다.\n'],배송
37,['\n\n보통은 지연전화나 문자를 드린 후 이틀내로 상품준비가 되어 배송되지만\n상품재고가 없어 거래처에서 상품을 새로 제작하는 경우에는 7-15일정도 걸리기도 합니다.\n이럴때에는 지연전화나 문자 메일을 계속해서 해드립니다.\n기다리시기가 불편하실 경우 다른 상품으로도 교환가능하시오니\n변경사항이 있으신 경우 저희쪽에 미리 연락을 주셔도 됩니다.\n\n'],배송
38,회원가입하면 혜택이 있나요?,회원
39,비회원도 구매할 수 있나요?,회원
40,아이디와 패스워드를 잊어버렸어요!,회원
41,주소와 전화번호등 개인정보 변경은 어떻게 해요?,회원
42,회원 탈퇴는 어떻게 하나요?,회원
43,['\n\n사뿐 가족이 되시면 다양한 혜택이 있으십니다.\n주문 및 배송 교환 반품 처리시 번거로운 절차없이\n좀 더 편리하게 제공 받으실 수 있어요.\n다양한 이벤트 진행시 참여도 가능하시고 \n구매시 제품별 구매 적립금이 적립되어 후에 현금처럼 사용가능하세요.\n그 외에도 SMS나 EMAIL로 다양한 이벤트 정보와 상품관련 정보를 받으실 수 있어요.\n저희 가족이 되어주세요 :)\n'],회원
44,['\n\n사뿐은 회원이 아니셔도 주문 가능하십니다.\n상품을 CART(장바구니)에 담아 구매하시면 됩니다.\n다만 할인이나 적립금 게시판 사용에 제한을 받으실 수 있습니다.\n\n'],회원
45,['\n\n아이디를 잊어버렸을경우\n로그인-회원아이디 찾기-이름 이메일 입력-아이디 바로 확인됩니다.\n\n\n비밀번호를 잊어버렸을경우\n\n로그인-비밀번호 찾기-이름 아이디 이메일 입력-기재하신 메일주소로 임시 비밀번호가 발송됩니다.\n\n\n\n이메일로도 비밀번호 확인이 안되실경우  스팸메일로 확인될수도 있으니 참고바랍니다.\n\n아이디는 가입 하셨던분의 성함과 이메일 주소로 확인이 가능 합니다.\n\n\n위와 같이 하셨는데도 확인이 어려울실경우 \n\n사뿐 고객센타(1544-2767)로 전화를 주시면 확인하여 도움 드리겠습니다.\n\n'],회원
46,['\n\n전화번호 및 주소등 개인정보 변경을 원하실때는\n상단에 마이페이지-회원정보수정에서 변경해주시면 됩니다.\n\n'],회원
47,['\n\n회원탈퇴는 로그인 후 마이페이지에서 가능하십니다.\n탈퇴시 현재 보유하고 있는 적립금 및 예치금은 모두 소멸되고 \n탈퇴 후에는 사용하시던 아이디는 복구 불가능하며\n재가입 또한 불가능하니 이 점 참고해주세요.\n\n'],회원
